task_id,model_version,clarity_score,motion_score,style_score,human_score,complaint_flag
T00013518,Model_C,3.27,4.1,4.47,3.7,0
T00013540,Model_C,3.92,3.78,4.92,4.11,0
T00013546,Model_C,4.3,3.8,4.77,4.39,0
T00013553,Model_C,3.36,3.31,4.56,3.97,1
T00013555,Model_C,3.39,3.87,4.73,3.96,0
T00013565,Model_C,4.47,3.76,4.04,3.97,0
T00013582,Model_C,3.79,3.95,4.16,4.0,0
T00013590,Model_C,4.34,4.45,4.69,4.55,1
T00013592,Model_C,4.48,4.47,4.27,4.16,0
T00013597,Model_C,4.05,3.25,4.74,3.96,0
T00013604,Model_C,3.77,4.81,4.42,4.31,0
T00013607,Model_C,4.28,3.41,5.0,4.08,0
T00013613,Model_C,4.02,3.66,4.12,3.99,0
T00013623,Model_C,3.81,4.02,4.89,4.24,0
T00013635,Model_C,3.79,3.64,4.75,3.86,0
T00013641,Model_C,3.46,3.75,4.42,3.57,0
T00013643,Model_C,3.37,4.31,4.97,3.9,0
T00013646,Model_C,4.25,4.07,5.0,4.55,0
T00013650,Model_C,4.16,4.97,5.0,4.59,0
T00013656,Model_C,2.89,3.87,3.9,3.47,0
T00013664,Model_C,3.82,3.74,4.7,3.88,0
T00013667,Model_C,4.07,3.36,4.68,4.01,0
T00013670,Model_C,3.79,3.79,4.14,3.88,0
T00013673,Model_C,3.91,3.61,4.37,3.81,0
T00013679,Model_C,3.65,3.44,4.08,3.71,0
T00013688,Model_C,3.96,3.6,4.28,4.06,0
T00013690,Model_C,3.39,3.55,5.0,3.84,0
T00013702,Model_C,3.45,3.97,4.87,4.22,0
T00013708,Model_C,4.53,3.46,5.0,4.01,0
T00013710,Model_C,4.3,3.71,4.46,4.28,0
T00013715,Model_C,3.85,4.39,3.95,4.24,0
T00013721,Model_C,3.82,3.98,4.45,3.85,0
T00013732,Model_C,4.5,4.56,4.13,4.34,0
T00013733,Model_C,3.58,4.39,4.13,4.05,0
T00013738,Model_C,3.68,3.55,4.78,3.99,0
T00013741,Model_C,3.54,4.32,4.26,4.12,0
T00013744,Model_C,3.03,3.49,5.0,3.71,0
T00013748,Model_C,3.94,3.96,4.86,3.95,1
T00013759,Model_C,3.66,3.16,3.81,3.5,0
T00013761,Model_C,3.95,3.86,4.4,4.05,0
T00013770,Model_C,3.86,4.05,3.15,3.97,0
T00013773,Model_C,4.31,4.74,4.0,4.51,1
T00013776,Model_C,3.65,3.11,5.0,4.15,0
T00013778,Model_C,3.85,4.3,5.0,4.07,0
T00013780,Model_C,3.97,4.51,4.29,4.0,0
T00013782,Model_C,4.29,4.29,4.46,4.41,0
T00013786,Model_C,4.25,3.47,5.0,4.0,0
T00013787,Model_C,3.37,3.52,4.07,3.93,0
T00013808,Model_C,2.87,3.29,4.03,3.64,0
T00013812,Model_C,3.81,3.77,4.64,3.97,0
T00013819,Model_C,4.38,3.94,4.44,4.27,0
T00013820,Model_C,3.18,3.47,4.65,3.48,0
T00013821,Model_C,4.19,3.72,4.07,3.85,0
T00013824,Model_C,4.1,3.76,4.19,3.89,0
T00013836,Model_C,4.33,3.45,4.34,3.97,0
T00013841,Model_C,4.87,3.67,5.0,4.32,0
T00013842,Model_C,4.1,4.12,4.22,4.11,0
T00013854,Model_C,4.55,4.16,4.57,4.29,0
T00013855,Model_C,3.73,3.61,5.0,4.28,0
T00013872,Model_C,4.3,4.03,4.38,4.21,0
T00013882,Model_C,4.06,3.95,4.34,4.21,0
T00013886,Model_C,4.09,3.14,4.73,3.95,0
T00013890,Model_C,4.48,3.79,4.35,3.98,0
T00013899,Model_C,3.6,4.0,4.33,4.32,0
T00013900,Model_C,4.35,3.9,5.0,4.57,0
T00013917,Model_C,3.54,3.36,3.62,3.58,0
T00013925,Model_C,4.48,3.12,4.39,3.57,0
T00013933,Model_C,3.82,3.87,4.02,3.86,0
T00013939,Model_C,3.79,3.33,5.0,3.98,0
T00013942,Model_C,3.94,3.11,4.35,3.58,0
T00013946,Model_C,3.92,3.28,4.4,4.01,0
T00013948,Model_C,4.51,3.88,4.66,4.19,0
T00013953,Model_C,4.36,3.81,4.01,3.97,0
T00013960,Model_C,4.26,4.06,4.98,4.6,0
T00013964,Model_C,3.91,3.62,4.62,4.13,0
T00013965,Model_C,3.26,3.92,3.56,3.53,0
T00013969,Model_C,3.71,4.18,4.04,3.9,0
T00013972,Model_C,3.62,4.13,4.4,3.77,0
T00013974,Model_C,4.09,3.75,5.0,4.02,0
T00013977,Model_C,4.21,4.18,4.38,4.02,0
T00013980,Model_C,3.51,4.15,4.54,3.87,0
T00013981,Model_C,3.96,3.9,4.75,4.25,0
T00013987,Model_C,4.01,4.55,4.26,4.3,0
T00013988,Model_C,4.19,3.49,4.64,4.18,0
T00013990,Model_C,3.75,4.72,3.95,4.36,0
T00013993,Model_C,4.21,3.62,4.7,4.19,0
T00013998,Model_C,4.25,4.58,4.16,4.22,0
T00014004,Model_C,3.95,3.68,4.47,3.97,0
T00014013,Model_C,4.56,3.57,4.12,3.98,0
T00014020,Model_C,3.54,4.11,4.46,3.74,0
T00014029,Model_C,3.94,3.49,5.0,3.94,0
T00014030,Model_C,3.36,3.69,5.0,3.71,0
T00014032,Model_C,4.85,3.81,4.19,4.07,0
T00014037,Model_C,3.75,3.69,3.98,3.64,0
T00014044,Model_C,3.18,3.62,4.4,3.62,0
T00014059,Model_C,3.98,3.62,5.0,3.99,0
T00014065,Model_C,3.23,3.69,4.4,3.57,0
T00014069,Model_C,3.65,4.53,4.65,4.63,0
T00014075,Model_C,3.72,4.03,4.13,4.22,0
T00014081,Model_C,4.53,3.63,4.5,4.36,0
T00014091,Model_C,4.28,3.39,4.03,3.82,0
T00014093,Model_C,4.34,3.06,4.56,4.16,0
T00014111,Model_C,3.65,3.8,4.01,3.61,0
T00014115,Model_C,4.38,3.79,4.2,4.31,0
T00014128,Model_C,3.93,3.58,5.0,4.39,0
T00014133,Model_C,4.07,3.3,4.9,3.97,0
T00014134,Model_C,3.96,5.0,4.53,4.56,0
T00014135,Model_C,3.57,3.57,4.57,3.72,0
T00014139,Model_C,3.88,2.56,3.92,3.29,0
T00014143,Model_C,3.33,4.35,4.08,3.89,0
T00014146,Model_C,3.4,3.93,3.75,3.53,0
T00014155,Model_C,3.93,3.28,4.98,4.05,0
T00014160,Model_C,3.65,3.07,4.13,3.46,0
T00014169,Model_C,3.53,3.78,4.67,3.95,0
T00014173,Model_C,5.0,4.4,5.0,4.65,0
T00014190,Model_C,3.34,3.61,3.59,3.5,0
T00014191,Model_C,4.21,3.48,3.68,3.94,0
T00014195,Model_C,4.34,3.4,5.0,4.3,0
T00014197,Model_C,4.35,4.15,4.84,4.52,0
T00014199,Model_C,3.98,4.03,4.19,4.16,0
T00014210,Model_C,3.45,4.15,3.91,3.7,0
T00014218,Model_C,4.04,4.48,4.03,4.21,0
T00014228,Model_C,3.39,3.52,4.31,3.93,0
T00014238,Model_C,4.14,3.58,5.0,4.41,0
T00014240,Model_C,3.44,3.53,3.8,3.61,0
T00014245,Model_C,3.76,3.63,5.0,4.15,0
T00014246,Model_C,4.11,3.72,4.43,3.94,0
T00014256,Model_C,3.58,3.72,5.0,3.69,1
T00014257,Model_C,3.89,3.54,4.05,3.74,0
T00014263,Model_C,3.87,4.16,4.55,3.96,0
T00014271,Model_C,2.92,3.05,4.4,3.3,0
T00014276,Model_C,3.18,4.24,3.9,3.99,0
T00014287,Model_C,3.92,3.77,3.54,3.89,0
T00014294,Model_C,3.81,3.38,4.81,3.82,0
T00014303,Model_C,3.99,3.84,4.24,4.13,0
T00014304,Model_C,4.06,4.24,3.83,3.88,0
T00014310,Model_C,3.75,4.04,4.87,4.0,0
T00014316,Model_C,4.07,4.16,4.14,4.17,0
T00014317,Model_C,4.4,4.2,4.21,4.46,0
T00014318,Model_C,3.36,3.84,4.49,3.97,0
T00014325,Model_C,4.63,4.53,4.02,4.26,0
T00014334,Model_C,3.68,3.01,4.84,3.62,0
T00014336,Model_C,3.99,4.28,4.9,4.16,0
T00014338,Model_C,4.02,4.65,4.16,4.48,0
T00014342,Model_C,4.31,3.39,4.41,3.88,0
T00014344,Model_C,3.79,4.08,5.0,4.3,0
T00014355,Model_C,3.27,3.53,3.47,3.3,0
T00014357,Model_C,3.74,3.44,4.88,3.62,0
T00014358,Model_C,4.56,4.07,5.0,4.66,0
T00014360,Model_C,3.86,4.49,4.35,4.24,1
T00014364,Model_C,3.7,3.47,5.0,4.13,0
T00014368,Model_C,5.0,3.2,4.55,4.14,0
T00014370,Model_C,4.14,3.78,5.0,4.37,0
T00014385,Model_C,4.02,3.59,5.0,4.06,0
T00014388,Model_C,4.06,4.12,4.4,4.05,0
T00014391,Model_C,3.99,4.05,4.99,4.47,0
T00014395,Model_C,3.9,3.07,4.99,4.09,0
T00014399,Model_C,3.89,3.63,4.0,3.78,0
T00014401,Model_C,4.09,4.13,4.26,4.37,0
T00014402,Model_C,4.07,3.66,4.75,4.14,0
T00014416,Model_C,3.39,3.93,3.68,3.67,0
T00014417,Model_C,3.85,3.83,4.85,4.18,0
T00014418,Model_C,3.83,4.1,4.33,4.25,0
T00014427,Model_C,3.39,3.61,3.93,3.82,0
T00014433,Model_C,2.91,3.19,4.09,3.09,0
T00014438,Model_C,4.16,3.94,4.19,4.17,0
T00014439,Model_C,3.92,3.29,4.08,3.83,0
T00014454,Model_C,3.34,3.27,4.27,3.43,0
T00014458,Model_C,3.68,3.4,3.97,3.61,0
T00014464,Model_C,4.53,4.19,4.91,4.67,0
T00014471,Model_C,4.35,3.7,4.56,4.05,0
T00014488,Model_C,3.35,4.12,3.64,3.62,0
T00014489,Model_C,3.97,3.4,4.03,3.76,0
T00014493,Model_C,3.88,3.46,4.94,4.19,0
T00014504,Model_C,4.62,3.68,4.63,4.05,0
T00014505,Model_C,4.29,2.72,4.49,3.34,1
T00014519,Model_C,3.37,4.09,4.69,3.99,0
T00014522,Model_C,4.05,3.29,5.0,4.11,0
T00014528,Model_C,3.46,3.87,5.0,3.78,0
T00014535,Model_C,3.82,2.72,4.66,3.6,0
T00014538,Model_C,3.47,3.75,3.71,3.72,0
T00014551,Model_C,3.54,4.38,3.87,3.79,0
T00014552,Model_C,3.49,3.88,4.22,3.8,1
T00014554,Model_C,3.96,4.88,4.46,4.58,0
T00014556,Model_C,3.72,3.02,4.88,3.78,0
T00014558,Model_C,3.55,3.81,4.51,3.78,0
T00014561,Model_C,3.7,3.44,4.28,3.55,0
T00014573,Model_C,3.78,4.35,4.7,4.14,0
T00014575,Model_C,3.28,3.45,4.37,3.59,1
T00014581,Model_C,4.48,3.19,4.36,3.88,0
T00014587,Model_C,3.97,3.19,4.23,3.6,0
T00014592,Model_C,3.68,3.82,4.47,3.77,0
T00014601,Model_C,3.59,4.17,4.64,4.12,0
T00014623,Model_C,4.72,3.75,4.79,4.45,0
T00014636,Model_C,4.06,3.72,4.36,3.94,0
T00014646,Model_C,4.58,3.84,3.92,4.17,0
T00014647,Model_C,3.14,3.55,3.66,3.52,1
T00014654,Model_C,3.81,3.77,5.0,4.1,0
T00014662,Model_C,4.07,3.64,3.95,3.85,0
T00014664,Model_C,4.34,4.58,5.0,4.63,0
T00014673,Model_C,4.47,4.28,4.8,4.31,0
T00014678,Model_C,4.53,3.24,3.88,3.64,0
T00014683,Model_C,3.82,3.42,3.67,3.72,0
T00014687,Model_C,3.42,3.46,4.68,3.93,0
T00014691,Model_C,3.39,3.64,5.0,4.15,0
T00014707,Model_C,3.25,4.26,4.45,3.85,0
T00014709,Model_C,4.43,3.89,4.81,4.2,0
T00014727,Model_C,4.01,4.2,4.55,4.32,0
T00014731,Model_C,4.58,3.48,4.97,4.8,0
T00014732,Model_C,4.1,3.64,4.57,4.24,1
T00014752,Model_C,3.67,3.85,3.79,3.62,0
T00014756,Model_C,3.59,3.71,4.69,4.09,0
T00014767,Model_C,3.79,3.29,4.12,3.77,0
T00014770,Model_C,3.63,5.0,4.62,4.32,0
T00014780,Model_C,3.88,3.39,4.46,3.88,0
T00014794,Model_C,4.58,4.24,4.43,4.33,0
T00014795,Model_C,3.39,3.65,4.93,3.61,0
T00014798,Model_C,4.38,3.5,4.22,3.77,0
T00014799,Model_C,3.65,4.16,4.05,3.78,0
T00014800,Model_C,4.25,4.02,4.21,3.99,0
T00014806,Model_C,4.35,4.45,4.87,4.35,0
T00014810,Model_C,3.65,3.98,4.37,3.72,0
T00014811,Model_C,3.54,3.98,3.95,3.82,0
T00014813,Model_C,3.96,4.05,4.28,3.93,0
T00014816,Model_C,4.17,3.9,4.24,4.44,0
T00014819,Model_C,4.66,4.13,4.86,4.32,0
T00014821,Model_C,2.93,4.47,4.2,3.65,0
T00014833,Model_C,3.54,3.86,4.34,3.67,0
T00014837,Model_C,3.96,4.36,4.21,4.11,0
T00014843,Model_C,3.74,3.16,4.61,3.53,0
T00014844,Model_C,3.6,3.95,4.83,3.83,0
T00014851,Model_C,3.68,3.02,4.37,3.73,0
T00014855,Model_C,3.42,3.95,4.75,4.02,0
T00014856,Model_C,3.96,3.55,4.27,4.07,0
T00014873,Model_C,4.12,3.51,4.21,4.31,0
T00014881,Model_C,4.4,3.3,4.35,4.09,0
T00014882,Model_C,4.06,3.84,4.76,4.3,0
T00014885,Model_C,4.06,4.1,4.74,4.25,0
T00014891,Model_C,3.46,4.52,4.91,4.18,0
T00014900,Model_C,4.16,3.8,3.92,3.83,0
T00014903,Model_C,3.92,2.84,5.0,3.88,0
T00014907,Model_C,4.31,4.3,5.0,4.61,0
T00014911,Model_C,3.97,3.53,4.17,3.66,0
T00014912,Model_C,3.73,3.95,4.58,3.93,0
T00014915,Model_C,3.86,4.44,3.97,4.13,0
T00014920,Model_C,3.56,3.7,5.0,4.31,0
T00014923,Model_C,4.56,4.94,4.95,5.0,0
T00014925,Model_C,3.92,4.52,5.0,4.27,0
T00014932,Model_C,3.88,2.89,4.53,3.9,0
T00014935,Model_C,3.79,3.27,4.43,3.8,0
T00014936,Model_C,4.29,3.47,4.36,4.0,0
T00014941,Model_C,4.14,3.92,3.68,4.06,0
T00014952,Model_C,3.5,4.52,4.61,4.07,0
T00014970,Model_C,4.05,3.86,4.21,4.03,0
T00014973,Model_C,3.97,3.57,3.4,3.52,0
T00014975,Model_C,4.32,3.31,3.91,4.0,0
T00014984,Model_C,4.28,4.44,4.64,4.57,0
T00014992,Model_C,3.35,3.5,5.0,3.82,0
T00015000,Model_C,3.81,4.02,4.6,3.89,0
T00015008,Model_C,4.81,4.48,5.0,4.99,0
T00015024,Model_C,4.28,3.62,4.35,4.27,0
T00015025,Model_C,4.01,3.99,4.65,4.12,0
T00015028,Model_C,4.27,3.44,4.62,4.07,1
T00015032,Model_C,4.6,3.97,4.76,4.58,0
T00015039,Model_C,4.05,3.9,4.64,3.89,0
T00015044,Model_C,3.2,3.67,4.56,3.63,0
T00015053,Model_C,3.48,3.71,4.27,3.82,0
T00015069,Model_C,3.83,3.58,4.35,3.73,0
T00015072,Model_C,4.54,3.81,4.18,4.35,0
T00015076,Model_C,3.68,4.0,5.0,4.23,0
T00015082,Model_C,3.17,3.68,5.0,3.53,0
T00015089,Model_C,4.22,3.65,4.78,4.55,0
T00015091,Model_C,3.54,3.96,4.77,3.94,0
T00015096,Model_C,3.75,4.51,4.72,4.45,0
T00015099,Model_C,4.74,3.84,4.21,4.43,0
T00015105,Model_C,4.16,3.15,4.23,3.95,0
T00015107,Model_C,3.16,3.88,4.57,4.0,0
T00015109,Model_C,2.86,4.11,4.02,3.69,0
T00015130,Model_C,5.0,3.9,4.87,4.51,0
T00015138,Model_C,4.76,4.24,4.17,4.55,0
T00015143,Model_C,4.81,3.37,3.85,4.19,0
T00015147,Model_C,3.82,4.22,4.63,4.6,0
T00015160,Model_C,3.58,3.26,4.97,3.59,0
T00015170,Model_C,3.67,4.1,4.39,4.08,0
T00015175,Model_C,3.58,3.56,4.6,4.1,0
T00015180,Model_C,3.86,3.93,4.36,3.78,0
T00015189,Model_C,4.12,4.18,4.56,4.17,0
T00015197,Model_C,3.36,3.38,4.71,3.7,0
T00015203,Model_C,3.6,3.91,4.59,4.09,0
T00015210,Model_C,3.14,3.5,4.97,3.96,0
T00015211,Model_C,4.19,3.18,4.56,3.89,0
T00015218,Model_C,3.47,3.79,4.97,3.95,0
T00015219,Model_C,3.61,3.48,4.15,3.51,0
T00015223,Model_C,3.71,4.63,4.62,4.15,0
T00015241,Model_C,3.45,4.21,4.61,4.13,0
T00015243,Model_C,2.87,3.58,4.91,3.57,0
T00015245,Model_C,2.59,3.42,4.94,3.5,0
T00015249,Model_C,4.49,3.68,4.72,4.24,0
T00015262,Model_C,3.31,3.84,5.0,3.79,0
T00015265,Model_C,3.91,4.77,4.35,4.43,0
T00015270,Model_C,4.21,4.15,3.36,4.08,0
T00015278,Model_C,3.89,2.58,4.23,3.51,0
T00015279,Model_C,3.38,4.09,3.48,3.81,0
T00015282,Model_C,3.73,3.08,3.96,3.45,0
T00015284,Model_C,3.61,4.17,4.08,4.15,0
T00015286,Model_C,4.08,4.47,4.6,4.55,0
T00015288,Model_C,4.83,3.48,4.02,4.47,0
T00015302,Model_C,3.4,3.15,5.0,4.1,0
T00015304,Model_C,4.74,4.67,4.69,4.69,0
T00015305,Model_C,3.71,3.81,4.42,3.9,0
T00015307,Model_C,4.14,3.75,4.02,3.88,0
T00015311,Model_C,4.25,3.94,4.43,4.29,0
T00015314,Model_C,3.55,3.26,3.9,3.77,0
T00015330,Model_C,4.12,4.39,4.35,4.14,0
T00015335,Model_C,3.6,3.76,4.35,4.07,0
T00015338,Model_C,3.39,4.57,3.62,3.94,0
T00015360,Model_C,4.28,4.03,5.0,4.32,0
T00015363,Model_C,4.68,3.12,5.0,4.29,0
T00015365,Model_C,3.45,4.3,4.42,4.04,0
T00015375,Model_C,3.77,3.6,4.89,4.31,1
T00015380,Model_C,2.52,3.64,4.78,3.39,0
T00015388,Model_C,4.09,3.65,3.54,3.85,0
T00015393,Model_C,3.49,4.05,4.24,3.89,0
T00015396,Model_C,4.7,4.06,5.0,4.47,1
T00015399,Model_C,3.74,4.16,4.47,4.07,0
T00015403,Model_C,4.75,3.23,3.9,4.05,0
T00015404,Model_C,2.25,3.65,3.72,3.2,0
T00015407,Model_C,4.5,3.94,4.09,4.17,0
T00015416,Model_C,4.21,3.74,4.03,4.07,1
T00015423,Model_C,3.85,4.17,4.69,4.14,0
T00015424,Model_C,4.84,4.09,3.82,4.54,0
T00015433,Model_C,3.8,3.66,4.63,4.05,0
T00015436,Model_C,3.36,4.01,4.55,3.98,0
T00015437,Model_C,4.13,3.78,4.78,4.52,0
T00015449,Model_C,3.37,3.85,4.17,3.81,0
T00015451,Model_C,2.7,3.16,4.67,3.46,1
T00015455,Model_C,4.46,4.56,5.0,4.71,0
T00015458,Model_C,3.35,4.11,4.0,3.76,0
T00015462,Model_C,3.84,4.03,4.95,4.18,0
T00015471,Model_C,4.33,4.06,4.19,4.15,0
T00015479,Model_C,3.22,3.51,4.67,3.74,0
T00015480,Model_C,3.4,3.61,4.63,3.75,0
T00015481,Model_C,5.0,4.46,4.96,4.87,0
T00015494,Model_C,3.16,3.93,5.0,3.85,0
T00015496,Model_C,4.25,3.69,4.87,3.92,0
T00015499,Model_C,3.72,4.45,4.88,4.54,0
T00015502,Model_C,4.72,4.84,4.05,4.51,0
T00015505,Model_C,3.84,3.36,4.59,3.91,0
T00015506,Model_C,4.04,3.93,3.66,3.8,0
T00015509,Model_C,3.69,4.12,5.0,4.08,0
T00015513,Model_C,4.43,4.17,4.23,4.29,0
T00015516,Model_C,4.19,4.46,3.5,4.23,0
T00015517,Model_C,3.28,3.21,4.65,3.79,0
T00015518,Model_C,4.7,4.42,4.93,4.53,0
T00015521,Model_C,3.79,3.74,4.69,3.89,0
T00015533,Model_C,4.19,3.99,4.0,4.28,0
T00015543,Model_C,3.58,3.28,4.85,3.88,0
T00015545,Model_C,3.05,4.02,4.62,3.55,0
T00015555,Model_C,4.65,2.76,4.39,3.89,0
T00015558,Model_C,4.47,4.18,5.0,4.34,0
T00015561,Model_C,3.16,3.95,4.46,3.77,1
T00015569,Model_C,4.34,4.05,3.93,4.2,0
T00015572,Model_C,3.02,3.1,4.35,3.44,0
T00015576,Model_C,4.28,3.08,5.0,4.32,0
T00015586,Model_C,3.74,4.17,4.63,3.93,0
T00015593,Model_C,4.6,3.42,4.3,3.82,0
T00015596,Model_C,4.82,4.57,4.59,4.7,0
T00015606,Model_C,3.67,3.73,4.12,3.7,0
T00015608,Model_C,3.84,3.84,4.59,3.95,0
T00015610,Model_C,4.09,3.74,4.19,4.16,0
T00015611,Model_C,3.59,3.13,4.19,3.55,0
T00015616,Model_C,3.23,4.57,5.0,4.26,0
T00015617,Model_C,3.52,4.48,5.0,4.02,0
T00015621,Model_C,4.06,3.82,4.12,4.15,0
T00015622,Model_C,4.09,3.67,4.16,4.12,0
T00015624,Model_C,3.26,4.39,4.65,4.08,0
T00015627,Model_C,3.2,3.99,5.0,4.01,0
T00015628,Model_C,3.87,3.49,5.0,3.79,0
T00015634,Model_C,3.97,3.72,5.0,4.06,0
T00015635,Model_C,4.1,3.25,4.68,3.91,0
T00015639,Model_C,4.13,4.05,5.0,4.26,0
T00015646,Model_C,4.8,3.8,4.13,4.3,0
T00015648,Model_C,3.95,3.65,3.96,3.73,0
T00015652,Model_C,4.05,3.97,4.04,3.99,0
T00015653,Model_C,3.69,3.0,3.61,3.54,0
T00015654,Model_C,3.52,3.45,5.0,4.03,0
T00015656,Model_C,4.22,3.29,5.0,4.2,0
T00015657,Model_C,3.3,3.99,4.35,3.96,0
T00015680,Model_C,4.58,3.78,4.9,4.51,0
T00015709,Model_C,4.38,3.81,3.68,4.09,0
T00015713,Model_C,3.48,4.66,4.7,4.4,0
T00015714,Model_C,4.23,2.65,4.39,3.54,0
T00015716,Model_C,3.98,3.47,4.13,3.64,0
T00015733,Model_C,3.27,3.37,4.22,3.49,0
T00015738,Model_C,3.67,3.79,3.46,3.75,0
T00015743,Model_C,4.18,4.17,4.46,4.46,0
T00015746,Model_C,4.58,3.72,4.05,4.16,0
T00015747,Model_C,4.11,3.44,4.46,3.99,0
T00015762,Model_C,3.39,4.37,4.34,4.13,0
T00015766,Model_C,3.63,3.84,4.81,3.76,0
T00015769,Model_C,4.32,3.63,5.0,4.43,0
T00015773,Model_C,3.93,4.18,4.46,4.02,0
T00015775,Model_C,3.61,3.88,4.43,3.73,0
T00015777,Model_C,3.75,4.41,4.35,4.4,0
T00015780,Model_C,4.51,3.72,4.07,4.41,0
T00015781,Model_C,4.84,3.58,3.8,4.02,0
T00015783,Model_C,4.47,3.98,4.97,4.39,0
T00015786,Model_C,3.51,3.99,5.0,3.99,0
T00015804,Model_C,4.43,3.12,4.46,3.72,0
T00015805,Model_C,4.12,3.88,4.3,4.35,0
T00015806,Model_C,3.26,4.41,3.94,3.74,0
T00015814,Model_C,4.33,3.18,3.62,3.73,0
T00015816,Model_C,3.7,4.08,4.53,3.87,0
T00015820,Model_C,4.34,4.09,4.71,4.29,0
T00015821,Model_C,4.39,3.61,4.41,4.06,0
T00015829,Model_C,3.51,3.3,4.95,3.9,0
T00015834,Model_C,4.19,3.9,4.32,4.19,0
T00015837,Model_C,3.22,3.7,4.14,3.71,0
T00015846,Model_C,3.65,4.63,4.18,4.24,0
T00015849,Model_C,3.87,3.71,4.3,3.86,0
T00015854,Model_C,3.99,3.88,4.31,4.12,0
T00015857,Model_C,3.44,4.26,4.28,4.2,0
T00015859,Model_C,3.35,3.68,3.69,3.66,0
T00015861,Model_C,4.12,4.55,5.0,4.41,0
T00015863,Model_C,4.32,4.2,4.07,4.49,0
T00015865,Model_C,4.17,3.67,4.38,4.12,0
T00015867,Model_C,4.12,3.58,3.59,3.73,0
T00015868,Model_C,4.31,3.94,4.83,4.43,0
T00015871,Model_C,4.13,4.9,5.0,4.65,0
T00015879,Model_C,3.97,3.3,4.97,3.82,0
T00015885,Model_C,3.13,4.03,3.72,3.47,1
T00015886,Model_C,3.97,3.29,4.17,3.5,0
T00015893,Model_C,2.86,3.54,3.5,2.96,0
T00015907,Model_C,3.8,3.62,4.75,4.07,0
T00015909,Model_C,4.05,3.42,4.09,3.93,0
T00015911,Model_C,4.83,2.99,3.88,3.89,0
T00015914,Model_C,3.19,3.98,4.71,3.87,0
T00015915,Model_C,4.21,2.84,4.1,3.66,1
T00015916,Model_C,4.1,4.04,3.89,3.98,0
T00015921,Model_C,3.56,3.67,4.62,4.05,0
T00015926,Model_C,3.64,4.39,4.51,4.07,0
T00015932,Model_C,4.36,3.59,3.78,3.67,0
T00015935,Model_C,3.41,2.96,3.89,3.5,0
T00015959,Model_C,3.46,3.36,4.23,3.67,0
T00015961,Model_C,4.48,2.46,4.34,3.63,0
T00015973,Model_C,3.82,4.24,4.84,4.07,0
T00015980,Model_C,4.52,3.9,4.31,4.18,0
T00015987,Model_C,3.31,3.47,4.26,3.74,0
T00015989,Model_C,3.36,4.35,4.19,4.09,0
T00015991,Model_C,3.47,4.27,3.89,3.86,0
T00015996,Model_C,4.13,3.0,4.04,3.67,0
T00016011,Model_C,4.6,3.54,4.56,3.91,0
T00016013,Model_C,3.71,3.76,5.0,4.11,0
T00016018,Model_C,4.1,5.0,4.37,4.67,0
T00016030,Model_C,3.93,4.18,4.92,4.43,0
T00016031,Model_C,3.95,4.31,3.88,4.07,0
T00016036,Model_C,4.1,4.17,3.84,3.85,0
T00016040,Model_C,3.48,3.48,3.42,3.29,0
T00016042,Model_C,3.51,4.2,4.98,4.09,0
T00016045,Model_C,3.4,3.97,4.47,4.08,0
T00016051,Model_C,4.54,3.16,4.49,4.12,0
T00016057,Model_C,3.99,3.87,4.97,4.28,0
T00016062,Model_C,3.49,3.61,4.89,3.89,0
T00016063,Model_C,4.3,3.69,3.55,4.11,0
T00016064,Model_C,3.44,3.88,4.96,3.86,1
T00016072,Model_C,3.37,3.51,4.39,3.54,0
T00016074,Model_C,3.21,3.47,3.87,3.61,0
T00016075,Model_C,4.25,3.86,4.27,4.2,0
T00016081,Model_C,4.58,3.59,3.99,3.96,0
T00016082,Model_C,4.36,4.96,4.4,4.53,0
T00016083,Model_C,4.51,4.18,4.7,4.54,0
T00016086,Model_C,4.13,3.34,4.13,3.84,0
T00016087,Model_C,4.42,4.28,5.0,4.53,0
T00016098,Model_C,4.66,4.08,4.59,4.43,0
T00016104,Model_C,2.87,3.75,3.93,3.61,0
T00016109,Model_C,3.34,3.4,4.76,3.81,0
T00016110,Model_C,4.03,3.31,3.65,4.09,0
T00016111,Model_C,3.34,4.62,4.2,3.98,0
T00016114,Model_C,3.57,4.07,4.66,4.07,0
T00016123,Model_C,3.68,3.55,4.09,3.76,0
T00016125,Model_C,4.38,3.77,4.15,3.79,0
T00016126,Model_C,4.78,4.43,4.77,4.7,0
T00016135,Model_C,3.89,4.02,4.37,4.1,1
T00016146,Model_C,3.52,3.5,4.2,3.91,0
T00016148,Model_C,4.35,3.76,4.78,4.3,0
T00016149,Model_C,4.41,5.0,4.61,4.8,0
T00016156,Model_C,3.83,3.72,4.8,4.49,0
T00016157,Model_C,4.44,3.4,5.0,4.36,0
T00016158,Model_C,4.35,3.21,4.09,3.83,0
T00016159,Model_C,4.0,3.26,4.45,3.66,1
T00016162,Model_C,4.16,3.77,4.42,4.1,0
T00016163,Model_C,3.08,2.74,4.95,3.6,0
T00016165,Model_C,4.26,3.51,4.2,3.99,0
T00016172,Model_C,3.56,3.86,3.86,3.43,0
T00016176,Model_C,3.84,3.64,4.62,4.25,0
T00016199,Model_C,4.05,3.55,4.55,3.91,0
T00016203,Model_C,3.92,3.14,3.89,4.12,0
T00016210,Model_C,2.95,3.17,3.97,3.09,0
